"","taxon","lfc_(Intercept)","lfc_TreatmentRP-10","lfc_TreatmentRP-20","lfc_TreatmentRP-40","lfc_TreatmentRP-5","se_(Intercept)","se_TreatmentRP-10","se_TreatmentRP-20","se_TreatmentRP-40","se_TreatmentRP-5","W_(Intercept)","W_TreatmentRP-10","W_TreatmentRP-20","W_TreatmentRP-40","W_TreatmentRP-5","p_(Intercept)","p_TreatmentRP-10","p_TreatmentRP-20","p_TreatmentRP-40","p_TreatmentRP-5","q_(Intercept)","q_TreatmentRP-10","q_TreatmentRP-20","q_TreatmentRP-40","q_TreatmentRP-5","diff_(Intercept)","diff_TreatmentRP-10","diff_TreatmentRP-20","diff_TreatmentRP-40","diff_TreatmentRP-5","passed_ss_(Intercept)","passed_ss_TreatmentRP-10","passed_ss_TreatmentRP-20","passed_ss_TreatmentRP-40","passed_ss_TreatmentRP-5"
"11","bd6dda765a54e23099570e80cff27d33",0.992624850480159,-0.98147589498135,-0.980893413107693,-0.981496176105036,-0.981527885161786,0.810878096154411,0.810255356113173,0.813952680709472,0.810561918341778,0.810589452979069,1.22413573037388,-1.21131676276665,-1.2050988176029,-1.21088365230993,-1.21088163873153,0.248958288140291,0.253621452932341,0.255908532506918,0.253780225148488,0.253780963484663,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"12","ad1b37e1780036ad74c4a41b7a671565",-0.00159182502616749,3.76474079696261e-06,0.000586246614453392,-1.6516382889901e-05,1.04511651320341,0.0139682978308607,0.0171506586835737,0.0743181120968843,0.025436734964174,0.849270488238015,-0.113959842884407,0.000219509983052042,0.0078883410505522,-0.000649312221602467,1.23060500473968,0.91152515904242,0.99982917365197,0.993861230754851,0.999494694380583,0.246631366817792,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"13","01fbd1b0b6a4269ec58ecbb195ee7a66",0.0185602330986949,3.76474079685468e-06,0.000586246614453315,-1.6516382890686e-05,0.9443562225791,0.0139682978308665,0.017150658683578,0.0743181120968853,0.025436734964177,0.76704066978025,1.3287397880135,0.000219509983045693,0.00788834105055106,-0.000649312221633255,1.23116838491712,0.213455742883708,0.999829173651974,0.993861230754852,0.999494694380559,0.24642956110954,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"14","3e019705d3246b9c3c36491de647dbd2",0.00447296018754717,3.76474079749311e-06,0.000586246614453989,-1.65163828896655e-05,1.01479258713484,0.0139682978308665,0.017150658683578,0.0743181120968853,0.025436734964177,0.8186422386118,0.320222280603371,0.000219509983082918,0.00788834105056012,-0.000649312221593134,1.23960448077497,0.75539052162733,0.999829173651945,0.993861230754845,0.99949469438059,0.243423669160672,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"15","42d87c3c411682698567c66ccadf5474",1.18439089500368,-1.22118345063575,-1.22060096876209,-1.22120373175944,-1.22123544081619,0.996160140287041,0.995524606155004,0.998632326187994,0.995791258798429,0.995815617519111,1.18895632047916,-1.22667329675788,-1.22227263904164,-1.22636518544359,-1.22636702952969,0.261923304278319,0.248043449969522,0.249631699046455,0.248154384531733,0.248153720454774,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"16","9eb6d6e7d370dd104eeb396eb4024401",-0.0433055516771286,3.76474079728864e-06,0.000586246614453836,-1.6516382889901e-05,1.25368514645822,0.0139682978308839,0.0171506586835911,0.0743181120968883,0.0254367349641859,1.03948085713714,-3.10027407787512,0.000219509983070828,0.00788834105055775,-0.000649312221602166,1.20606852723678,0.0112454061883739,0.999829173651955,0.993861230754847,0.999494694380583,0.255550768803632,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"17","e4e85302f1d1275e47cba3a3d73ae8d4",0.100145261873502,0.536483068885497,0.00058624661445376,-1.65163828895041e-05,-4.82254396385324e-05,0.0139682978308728,0.439820271277336,0.0743181120968865,0.0254367349641804,0.0259863087070443,7.169467825361,1.2197779500418,0.00788834105055692,-0.000649312221586701,-0.00185580184481759,3.03387991302716e-05,0.250535700743672,0.993861230754847,0.999494694380595,0.998555784798281,0.206394850483174,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"18","8f79b07b6be992ea2a14ff151890e49e",0.0111451907580128,3.76474079731075e-06,0.000586246614453686,0.981463143339257,-4.82254396385551e-05,0.0139682978308745,0.0171506586835819,0.0743181120968867,0.787840752814944,0.0259863087070452,0.797891832845825,0.000219509983072235,0.00788834105055589,1.24576335995885,-0.0018558018448184,0.443467779798773,0.999829173651954,0.993861230754848,0.241248021733382,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"19","23d08b45a8670b538803f3cbaf27434b",0.0185602330986946,3.76474079716597e-06,0.944990694633192,-1.65163828896644e-05,-4.8225439638691e-05,0.0139682978308721,0.0171506586835823,0.722917795299487,0.0254367349641801,0.025986308707044,1.32873978801294,0.000219509983063789,1.30718969816161,-0.00064931222159301,-0.00185580184482372,0.213455742883886,0.99982917365196,0.220405770799553,0.99949469438059,0.998555784798276,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"20","956657249fafba095be5ce96bc4ee053",0.0364444988716731,3.76474079732001e-06,0.000586246614453723,0.854966602770956,-4.82254396386684e-05,0.0139682978308746,0.017150658683582,0.0743181120968867,0.684598871837382,0.0259863087070452,2.60908661262353,0.000219509983072774,0.00788834105055639,1.24885774420914,-0.00185580184482276,0.0260816407773153,0.999829173651953,0.993861230754848,0.240160899832997,0.998555784798277,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"21","1bb96a4800f654bf69fc305f3c6f091e",-0.00715059895543779,1.0729623730302,0.000586246614453699,-1.65163828895484e-05,-4.82254396385891e-05,0.0139682978308728,0.877690058008172,0.0743181120968865,0.0254367349641805,0.0259863087070443,-0.511916272262861,1.22248436477129,0.00788834105055609,-0.000649312221588441,-0.00185580184481978,0.619823828341605,0.249555097208914,0.993861230754848,0.999494694380594,0.99855578479828,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"22","355d3a9882724f732bd8f5015ea595d8",0.726350495783859,-0.648632951610974,-0.648050469737318,-0.648653232734661,-0.64868494179141,0.539145700839738,0.53855766741566,0.543845942692737,0.538972384750707,0.539008522662112,1.34722486825462,-1.20438903919709,-1.19160670120776,-1.20349994004736,-1.20347807969272,0.207640581636761,0.25617065210914,0.260928079860305,0.256499298301915,0.25650738301065,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"23","0e5e731ecd5bb92c399bae9a69e297f0",0.0111451907580127,3.76474079739568e-06,0.000586246614453899,-1.65163828898225e-05,0.981431434282509,0.0139682978308665,0.017150658683578,0.0743181120968853,0.025436734964177,0.791414611132571,0.797891832846278,0.000219509983077237,0.00788834105055892,-0.000649312221599306,1.24009769402414,0.443467779798521,0.99982917365195,0.993861230754846,0.999494694380586,0.243248854985776,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"24","f924ebfd1f4b870fd45037235ade113c",1.01931377276202,-1.01483704783368,-1.01425456596002,-1.01485732895736,-1.01488903801411,0.822860292048763,0.82223655008437,0.825887754815572,0.822539987663059,0.822567273669369,1.23874463576815,-1.23423976680378,-1.22807798038671,-1.233809108589,-1.23380672985788,0.243728675834258,0.245331725647214,0.247538205603236,0.245485421025763,0.245486270175329,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"25","b7479b1eb1a1dd98fc77fcf92c41c43e",0.0269044426289615,3.76474079740091e-06,0.00058624661445376,0.902666883984514,-4.82254396385551e-05,0.0139682978308717,0.0171506586835842,0.0743181120968862,0.723528696583141,0.0259863087070438,1.92610745809696,0.000219509983077463,0.00788834105055694,1.24758960943409,-0.00185580184481851,0.0829669270485349,0.99982917365195,0.993861230754847,0.240605939104865,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"26","33a2e388f01a1c49bd3ad8c9eb7e5633",0.929587842996365,-0.902679635626606,-0.90209715375295,-0.902699916750293,-0.902731625807042,0.746546815247784,0.745930005259676,0.74990009967325,0.746255058650354,0.746284064563316,1.24518358930756,-1.21013986468122,-1.20295643932574,-1.20963992978872,-1.20963540382612,0.241452151755834,0.254053073697622,0.256700364134301,0.254236600601917,0.254238262576626,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"27","6b7f8156302da917249b1519eaaa5aab",-0.0170452659633228,3.76474079741018e-06,0.000586246614453797,1.12241542694594,-4.82254396385551e-05,0.0139682978308716,0.0171506586835819,0.0743181120968862,0.929133972515875,0.0259863087070438,-1.22028225412338,0.000219509983078033,0.00788834105055744,1.20802323469747,-0.00185580184481851,0.250352743215888,0.999829173651949,0.993861230754847,0.254830821406698,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"28","83021bbc64d8a041c1392935e9143fa4",0.726350495783859,-0.648632951610973,-0.648050469737317,-0.64865323273466,-0.64868494179141,0.523902421321367,0.52331740382833,0.528743239454264,0.523741511517153,0.523778396108848,1.38642324643563,-1.23946374965919,-1.22564303688534,-1.23849879849254,-1.23847212219995,0.195747967623866,0.243473568495053,0.248414549073383,0.243815936908576,0.243825407305714,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"29","0e005eb906bd66e1ead4ac0c98670206",0.0269044426289614,0.902687165108201,0.000586246614453771,-1.65163828894907e-05,-4.82254396385154e-05,0.0139682978308756,0.738691866921252,0.074318112096887,0.0254367349641819,0.0259863087070458,1.92610745809641,1.2220077213933,0.007888341050557,-0.000649312221586136,-0.00185580184481684,0.0829669270486103,0.249727572309933,0.993861230754847,0.999494694380596,0.998555784798282,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"30","eff0e4101b0575e2b6a2e8d5aaea5611",0.0111451907580128,3.76474079738242e-06,0.000586246614453686,0.981463143339257,-4.82254396386231e-05,0.0139682978308688,0.0171506586835797,0.0743181120968857,0.814084217676404,0.0259863087070423,0.797891832846154,0.000219509983076442,0.007888341050556,1.20560394370572,-0.00185580184482123,0.44346777979859,0.99982917365195,0.993861230754848,0.255722121663865,0.998555784798278,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"31","95ec0d024b30d25ee0497a63dc48ec44",-0.00159182502616789,1.04516850338385,0.000586246614453766,-1.65163828894985e-05,-4.82254396385211e-05,0.0139682978308786,0.846325957607464,0.0743181120968875,0.0254367349641834,0.0259863087070472,-0.11395984288429,1.23494794646085,0.00788834105055689,-0.000649312221586403,-0.00185580184481695,0.91152515904251,0.245079156584624,0.993861230754847,0.999494694380596,0.998555784798282,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"32","bf2c648f72b376b575d8586ea0f29d9e",0.0777137794320882,3.76474079696135e-06,0.000586246614453442,-1.6516382890529e-05,0.648588490912133,0.0139682978308723,0.0171506586835813,0.0743181120968865,0.0254367349641807,0.525739968038875,5.56358264786765,0.000219509983051871,0.00788834105055263,-0.000649312221626988,1.23366784026619,0.000239520522817781,0.99982917365197,0.993861230754851,0.999494694380564,0.245535854530633,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"33","4d6dba5a5653c9b293b72eefdebd2569",0.0364444988716731,0.854986883894643,0.000586246614453692,-1.65163828895863e-05,-4.82254396386061e-05,0.0139682978308699,0.704504598971252,0.074318112096886,0.025436734964179,0.0259863087070429,2.60908661262441,1.21360014561031,0.00788834105055606,-0.000649312221589971,-0.00185580184482053,0.0260816407772759,0.25278571710366,0.993861230754848,0.999494694380593,0.998555784798279,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"34","b24b7ae78582e98e249137b5740cb5f4",0.0609594842133609,3.76474079738096e-06,0.73299443905986,-1.65163828895053e-05,-4.82254396385324e-05,0.0139682978308721,0.0171506586835823,0.631823180323347,0.0254367349641801,0.025986308707044,4.36413118845669,0.000219509983076324,1.16012590529638,-0.000649312221586758,-0.00185580184481762,0.00141199562490969,0.999829173651951,0.272945612079765,0.999494694380595,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"35","0bc0cb95d7970c340d9b2f95dfc0a96c",1.08633095363693,-1.09860852392731,-1.09802604205366,-1.098628805051,-1.09866051410775,0.906509637340799,0.905879639751379,0.909242681693117,0.906163565394374,0.906189298734322,1.19836669009237,-1.21275330156314,-1.20762703309198,-1.21239569433898,-1.21239625720835,0.2584033657382,0.253095409740285,0.254976616493334,0.253226279079577,0.253226073050085,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"36","be69ca5e78e722f816eddac563eabe93",0.891427618025518,-0.854979354413048,-0.854396872539391,-0.854999635536734,-0.855031344593484,0.69719352472295,0.696582007302379,0.70079524826281,0.69692356018435,0.696953878779846,1.27859423017411,-1.2273922459239,-1.21918188608918,-1.22681981838951,-1.22681194642375,0.22991617227881,0.247784750328614,0.250752087030465,0.247990709354702,0.24799354264663,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"37","91f47255147a3c8e828959c190d8c537",-0.0122813350311799,3.7647407974581e-06,0.000586246614453862,-1.65163828898225e-05,1.09856406322847,0.0139682978308723,0.0171506586835824,0.0743181120968863,0.0254367349641799,0.887015285502256,-0.879229178807751,0.000219509983080821,0.00788834105055831,-0.00064931222159923,1.23849507577136,0.399911456359649,0.999829173651947,0.993861230754846,0.999494694380586,0.243817258500396,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"38","57c768ab404583abb5e86f75419807a7",0.0111451907580128,0.981483424462944,0.000586246614453746,-1.65163828895175e-05,-4.82254396385494e-05,0.0139682978308728,0.80301309681716,0.0743181120968865,0.0254367349641804,0.0259863087070443,0.797891832845927,1.22225083046985,0.00788834105055672,-0.000649312221587228,-0.00185580184481825,0.443467779798716,0.249639590410799,0.993861230754848,0.999494694380595,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"39","4631ed65e68a43a62a4fe155d13da306",-0.0748326442707086,3.76474079744601e-06,0.000586246614453797,1.41135231848286,-4.82254396385097e-05,0.0139682978308717,0.017150658683582,0.0743181120968862,1.1387577664098,0.0259863087070438,-5.35732021014894,0.000219509983080121,0.00788834105055744,1.23937887416785,-0.00185580184481676,0.000320249371283658,0.999829173651948,0.993861230754847,0.243503666992924,0.998555784798282,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"40","4177e771a0cdcb6b4150ddfc2188fbe7",-0.029582081396852,3.76474079721776e-06,0.00058624661445371,-1.6516382890058e-05,1.18506779505683,0.0139682978308781,0.0171506586835912,0.0743181120968873,0.025436734964183,0.983466817320656,-2.11780144975563,0.000219509983066695,0.00788834105055615,-0.000649312221608412,1.20499011678443,0.0602461299870625,0.999829173651958,0.993861230754848,0.999494694380578,0.255948661518706,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"41","b0445323d1e8f38175c1c7d80751e5a4",0.0475814378492174,0.799302189006921,0.00058624661445376,-1.65163828894899e-05,-4.82254396385211e-05,0.0139682978308727,0.659050642061048,0.0743181120968865,0.0254367349641804,0.0259863087070443,3.4063876948595,1.21280845202922,0.00788834105055691,-0.000649312221586142,-0.00185580184481716,0.00669879997492554,0.253075231811745,0.993861230754847,0.999494694380596,0.998555784798282,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"42","8b9c8ae957cf603f08cf0fc7ff09d2ca",-0.0295820813968522,3.76474079742866e-06,0.000586246614453871,1.18509950411358,-4.82254396384871e-05,0.0139682978308717,0.0171506586835863,0.0743181120968862,0.980301531454509,0.0259863087070438,-2.11780144975661,0.000219509983079054,0.00788834105055843,1.2089132436172,-0.00185580184481589,0.0602461299869632,0.999829173651948,0.993861230754846,0.25450355824224,0.998555784798283,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"43","dce996bd51e1a7d40829437db13ed372",-0.0367963203728677,3.76474079738644e-06,0.000586246614453862,-1.65163828898225e-05,1.22113898993691,0.0139682978308839,0.0171506586835868,0.0743181120968883,0.0254367349641859,1.01291246256112,-2.63427375463824,0.000219509983076586,0.00788834105055809,-0.000649312221599079,1.20557208551793,0.0249782619816669,0.99982917365195,0.993861230754846,0.999494694380586,0.255733875332451,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"44","abbb3bfb85d88a1e9ac889e0fecb20bb",0.00447296018754739,3.7647407973015e-06,0.000586246614453649,1.01482429619158,-4.82254396386004e-05,0.0139682978308746,0.0171506586835841,0.0743181120968867,0.815070692125358,0.0259863087070452,0.320222280603201,0.000219509983071667,0.0078883410505554,1.2450751891782,-0.00185580184482015,0.755390521627455,0.999829173651954,0.993861230754849,0.241490333667633,0.998555784798279,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"45","c9b310c6ba095f9b044af3fd1e32332c",0.846879862115341,-0.799294659525327,-0.798712177651669,-0.799314940649013,-0.799346649705762,0.651735943789137,0.651130011707061,0.655599523397404,0.651488972729588,0.651520676165424,1.29942175229995,-1.2275500209702,-1.21829279788465,-1.22690478904051,-1.2268937563277,0.222956533711733,0.247728007290149,0.251075128476293,0.247960128231972,0.247964098757203,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"46","6fcac367a57ae5ecf4daae1b4c7d290e",0.077713779432088,0.648640481092568,0.000586246614453728,-1.65163828895359e-05,-4.82254396385494e-05,0.0139682978308727,0.536079988162374,0.0743181120968865,0.0254367349641804,0.0259863087070443,5.56358264786746,1.20996958553898,0.00788834105055648,-0.000649312221587952,-0.00185580184481825,0.000239520522817846,0.254115571483647,0.993861230754848,0.999494694380594,0.998555784798281,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"47","0c31587638c6f27ba82e769a655c9867",-0.0332867381405066,3.76474079784211e-06,0.000586246614454289,-1.651638288943e-05,1.2035910787751,0.0139682978308781,0.0171506586835912,0.0743181120968873,0.0254367349641829,0.972741971745049,-2.38302036107245,0.000219509983103099,0.00788834105056395,-0.000649312221583724,1.23731792575571,0.0384137838995576,0.99982917365193,0.993861230754842,0.999494694380598,0.244235446425211,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"48","00ba79d1d7456ae74948710c83d85a7b",1.32869248787337,-1.40156044172286,-1.4009779598492,-1.40158072284654,-1.40161243190329,1.13859602212052,1.13795348666092,1.14073798540577,1.13819829131254,1.13822091118245,1.16695690311548,-1.23165002625497,-1.22813299615938,-1.23140294054586,-1.23140632730708,0.270301363099833,0.246257140660222,0.247518434169999,0.246345581474898,0.246344369058147,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"49","074d266a8aabdf37cbe14b7a65ad4b7a",-0.126155297693922,3.76474079749917e-06,0.000586246614453723,1.66796558559893,-4.82254396386457e-05,0.0139682978308832,0.0171506586835819,0.0743181120968871,1.37448830717207,0.0259863087070496,-9.03154408799894,0.000219509983083221,0.00788834105055634,1.21351747911968,-0.00185580184482158,4.00985523968222e-06,0.999829173651945,0.993861230754848,0.252815934975638,0.998555784798278,0.0295726823924456,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"50","d8d699d9435ec128d9dc24cce3b9731e",-0.132142224018009,3.76474079752429e-06,1.69850298021671,-1.65163828894914e-05,-4.82254396385437e-05,0.0139682978308721,0.0171506586835823,1.33724537669749,0.0254367349641801,0.025986308707044,-9.46015224030758,0.000219509983084681,1.27015057207481,-0.000649312221586209,-0.00185580184481805,2.63717264851187e-06,0.999829173651944,0.232788085232015,0.999494694380596,0.998555784798281,0.0197234142382149,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
